"text","unified_label"
"The first tent is the marshmallow. It is reminiscent of the tradition when they used to be","Skip"
"hoarse races at the Octoberfest. Today, the marshmallow is the meeting point for all kinds of celebrities.","Skip"
"Absolute A-list celebrities like Anoshvatsnagar, then there are celebrities that are known only","Skip"
"in Germany, and celebrities that nobody knows. The Champagne Bar is also an education that","Skip"
"the venue is aimed at an upmarket audience. And before I forget it, you will find all the links to","Skip"
"the tents in the description. The Fisherfony is located directly opposite. As the name suggests,","Skip"
"everything here revolves around fish. And anyone who likes fish should definitely try a","Skip"
"a stack of fish. A fish grilled on a stick. The Fisherfony serves a gustina. That's always","Skip"
"beer from a wooden barrel. I will go into more detail about this in the Algo Stina tent.","Skip"
"The Fisherfony is also very popular in the LGBTIQ scene. The so-called","Skip"
"OsecoVese and OsecoVese takes place there on the second Monday of Octoberfest.","Skip"
"There are certain events specifically for LGBTIQ scene at the Octoberfest.","Skip"
"However, the following applies to the Octoberfest in every tent. Whether gay, lesbian or otherwise","Skip"
"queer, everyone is welcome, even non-drinkers. The Ambo Stitsenset Crossbow tent is reminiscent","Skip"
"of another tradition. In the past shooting championships were held on the Terezian visa. These were","Skip"
"integrated into the Octoberfest. Even today, the German Crossbow Championships are held on a","Skip"
"shooting range in the tent. Unfortunately, the shooting range is not open to the public.","Skip"
"And a word about the production? I started filming around 10 am on a weekday,","Skip"
"so that I could get into all the tents. You see, the tents get full and fuller in this video.","Skip"
"So if you don't have a reservation, you should try to get a place at the stage between 10 and","Skip"
"11 am. Then of course, you should drink tactically, so that you can still enjoy the party in the","Skip"
"evening. The next tent is the Oxum gratai. The name says the doll, a whole oxis roasted here,","Skip"
"or 100 over the entire 16 days of the Octoberfest. Today, the oxalois is roasting,","Skip"
"an animal weighing 900 kilograms or 2000 American pounds. A roast ox with red rice sauce and","Skip"
"potato salad cost 24 euro 90 cent. But you can also order the Oxfiele, which cost 45 euro and 50 cent.","Skip"
"As the same goes, when in Rome, do as the Romans do. The largest Octoberfest tent is the","Skip"
"Hoof-4 House tent. When many other tents have already closed due to overcrowding, the Hoof-4","Skip"
"tent is sometimes still open. This is also because it's the only tent with bar tables. Many tourists","Skip"
"end up here, playing drinking games with funnels and houses. A Munich resident would never do that,","Skip"
"because you don't play with food. Of course, the Hoof-4 House mascot, alloys, is also present.","Skip"
"But they'll have to tell the legend of the drinking mailman another time.","Skip"
"The Hakatai's tent shines with a beautiful panorama of the city of Munich. It has become one of","Skip"
"the most popular tents and is therefore often the first to close due to overcrowding. It is","Skip"
"advertised as the heaven of the Bavarian. When you see the interior, you know why. And it has become","Skip"
"more and more popular among young people. The Augustina tent on the other hand is more for traditional","Skip"
"lists. And when I say that, you have to take it with a grain of salt. The band in the Augustina","Skip"
"place many Bavarian classics and polkas. Towards the evening, however, it picks up just as much","Skip"
"with party hits. And bands in so-called party tents also tend to play Bavarian classics at lunch time.","Skip"
"But whilst distinguishes Augustina tents from all the other tents,","Skip"
"wouldn't 200 liter barrels. Here's a tip here. While other tents all use steel containers for their","Skip"
"beer. The barrels you see in other tents are just decoration. And because I keep talking about how","Skip"
"to get into a tent, the beer garden in front of the tents is a great alternative, especially when","Skip"
"the weather is nice and sometimes it's even the better solution if you don't feel like partying,","Skip"
"or if you just want to have lunch with the family. The next tent is arguably the most important","Skip"
"one. Why is it the most important one? Because here the first barrel is tapped by the mayor of Munich.","Skip"
"And did I tell you to subscribe that I would be there next year? Well, anyway, the shot in","Skip"
"Hamel has his name from the family shot in Hamel. But since shot in Milzkotsman in German and Hamel","Skip"
"means Martin, there's a Martin with a plant head assembly. The shot in Hamel is also important because","Skip"
"in 1872 the landlord ran out of normal summer beer and had to serve the strong amelts in beer as a","Skip"
"result. After initial protest, it became two days October 1st beer. And another little anecdote.","Skip"
"In 1908, the shot in Hamel became the first electrified October 1st tent. Like then,","Skip"
"a 17-year-old Ibad Einstein had with a wiring. Today, the shot number is considered a party tent","Skip"
"and is still popular among young people. And that's the corner where I had wide October 1st parties","Skip"
"in my younger years. And speaking of me, of course I went to the October 1st in","Skip"
"Matipic Munich Cup, a student at the doctor's d'art, a city dweller doesn't wear a traditional","Skip"
"costume. Next up is the broi-rozer. The broi-rozer is once again a fixed meeting point for the","Skip"
"LGBTQ scene. I was here on Ruzlemontag the day after gay Sunday and maybe that's why the rainbow","Skip"
"flag was hanging here or maybe it always hangs here. Correct me in the comments. But whether you","Skip"
"gay or not, everyone is welcome at the broi-rozer and the beautiful covered outdoor balcony invites","Skip"
"you to stay ill on warm autumn evenings. The Polanana tent is very close by. In addition to cold","Skip"
"Polanana October 1st beer, it also serves Germany's most popular soft drink, Polanana Schbitzi.","Skip"
"I told you, non-beard drinkers are also welcome at the October 1st. Of course they also have a warm","Skip"
"kitchen, like all festival tents. Opposite the Polanana tent is the luvm boy tent. It was my favorite","Skip"
"tent as a child, not because I spent even a minute in it, but because of that.","Skip"
"It's not my tent today either, but apparently the tent is very popular with many Italians","Skip"
"and they create a good atmosphere. And because the tent was the first to switch to LED,","Skip"
"But can you imagine how that would have gone if you don't even know what a Barbie is?","Skip"
"No, I'm not from the idea.","Skip"
"Stop.","Skip"
"So the amazing thing is the Barbie can do everything.","Skip"
"Yeah.","Skip"
"Can we have an experiment with Newswriter Barbie and get you to read the last headline that","Skip"
"we didn't quite get to?","Skip"
"Yeah.","Skip"
"Would you be happy to see...","Skip"
"Yes, okay.","Skip"
"So which camera do we want?","Skip"
"Camera 4 over there.","Skip"
"Let me get out of the shot.","Skip"
"Barbie there.","Skip"
"Okay.","Skip"
"Camera 4.","Skip"
"It's right.","Skip"
"2.","Skip"
"1.","Skip"
"2 more news now and could Barbie mania be leading to a Barbie baby named boom.","Skip"
"One expert from the US says we could be at the start of the Barbara comeback after the","Skip"
"name dominated charts from the 1920s to the 50s.","Skip"
"She has a long way to climb Barbara currently sitting at number 1372.","Skip"
"While Ken is at a 178 other names from Barbie land like Mitch seem less likely to make","Skip"
"a comeback.","Skip"
"Poor Mitch.","Skip"
"Perfect news reading.","Skip"
"It's just fun reading off the table.","Skip"
"Yeah, please put my news.","Skip"
"It was so much better than the rest of us.","Skip"
"You can get which.","Skip"
"So I have a feeling that you're a bit sporty.","Skip"
"You're not just, you know, just mango.","Skip"
"Yeah, actually, it's 40 runs.","Skip"
"So my super power is guessing what netball position you would have played.","Skip"
"But first you I need to find out like did you ever play netball?","Skip"
"I didn't.","Skip"
"I played hockey.","Skip"
"We can't be friends.","Skip"
"No, no.","Skip"
"Are there similar positions in hockey?","Skip"
"Well, they're not really.","Skip"
"I have done my research and I feel like in netball, if you're a, if stereo typical","Skip"
"Barbie was a netball player, she'd be a dollar tack right.","Skip"
"But I feel, and so in hockey, she'd probably be a striker.","Skip"
"But I feel like Margo Robbie is a bit naughty.","Skip"
"Am I right?","Skip"
"Yeah, I was never sent to forward or anything like that.","Skip"
"No, you would have been in defence, wouldn't you?","Skip"
"And I was, I was on the wing.","Skip"
"I was off to the fence.","Skip"
"Actually, I was the one that'd bring in if they needed to really whack the ball.","Skip"
"Oh, you're a netball player with weapons.","Skip"
"Yeah.","Skip"
"I need a weapon.","Skip"
"Yeah, we can be friends actually.","Skip"
"So you would have been a wing defence for a gold defence in netball.","Skip"
"And, yeah, Greta, I'm feeling like you've got goalkeeper vibes, which is a","Skip"
"my position because obviously we can be friends.","Skip"
"Or you would be the coach.","Skip"
"You would be just in charge of the saw.","Skip"
"Would she be the coach, Margo?","Skip"
"Yeah.","Skip"
"Oh, well, I don't know, actually.","Skip"
"She could be the, the gold attack, whatever you, is that we could...","Skip"
"Oh, the attack running the play?","Skip"
"Yeah.","Skip"
"Oh, no, she's got a lot of fire.","Skip"
"Yeah.","Skip"
"Where did any of that make sense?","Skip"
"You guys are, I don't know what you're saying.","Skip"
"And I guess just handed you the most covered position on the netball player.","Skip"
"Yeah.","Skip"
"And I'm sticking, I'm the back with me because I'm a goalkeeper with no match.","Skip"
"So I just did the hard position.","Skip"
"Really good at cheering.","Skip"
"So I'll just be on the side just hyping you up.","Skip"
"That's actually the right position to do.","Skip"
"If you did this trick on us earlier and I got told I was on the bench.","Skip"
"Yeah, I did.","Skip"
"Now in the bench with Margo, Robby's side.","Skip"
"I'm not that much of it.","Skip"
"That's a really fun.","Skip"
"That works.","Skip"
"Barbies and cinemas everywhere from the 20th of July.","Skip"
"I think we're all keen to go see it.","Skip"
"Please thank Greta Goig and Margo Robby for joining us.","Skip"
"For the past couple of years the cycling press has been a wash with stories about pros moving","Skip"
"to using shorter cranks. Recently, stars such as Tade Pergakja and Walfanar have moved","Skip"
"to using short cranks too in search of those marginal gains. So the trend and the noise","Skip"
"has really taken off on the back of that. It seems to have originated from TT bikes with smaller","Skip"
"cranks. The knees don't come up so far at the top of the pedal stroke, meaning that the riders","Skip"
"can get further forward in their position and improve their aerodynamic efficiency. In fact,","Skip"
"friend of the flippers of Mike Ternison recently confirmed that Bihaly still uses 172.5 millimetre","Skip"
"cranks on his road bike. He uses 165 millimetres on his TT bike and that is quite a considerable difference.","Skip"
"There's also been a great many YouTube on the subject and I think I've watched the majority of them.","Skip"
"My interest in the subject, as an older rider, is the potential benefit for my knees.","Skip"
"My recent outing at the ride ride gate left me with sore knees, in particular the left one for a","Skip"
"few days afterwards. There wasn't any pain during the ride so I'm pretty confident it's old age","Skip"
"rather than my position on the bike that's causing it. The shorter cranks mean a smaller pedaling","Skip"
"And we'd wanted to do something.","Skip"
"And then when she brought this to me, it was terrifying, of course, because people do have","Skip"
"so many feelings about it.","Skip"
"And it is such an icon.","Skip"
"But it's an icon that's meant so many different things, different moments.","Skip"
"But I could feel myself leaning into it, like, and being kind of curious about it.","Skip"
"And also feeling scared, which is usually when there's something good about it.","Skip"
"And speaking about leaning in, I could not get my face closer to my phone screen when","Skip"
"every single trailer has come out for this movie.","Skip"
"There is a particular moment where you're in your heels, you take a step out.","Skip"
"And that just absolutely had me on the floor.","Skip"
"I need to know everything.","Skip"
"Is it you?","Skip"
"Is it special effects?","Skip"
"Did you get a special pedicure?","Skip"
"What is happening?","Skip"
"OK.","Skip"
"Let me get you those questions.","Skip"
"Yes, it is me.","Skip"
"Oh, it's no special effects.","Skip"
"Well, you'd be amazed how few the effects there are in this film, actually.","Skip"
"I don't know.","Skip"
"We didn't do that many takes of it.","Skip"
"A couple of takes.","Skip"
"And I kind of held onto, like, a bar.","Skip"
"So I was steady once I stepped.","Skip"
"We just put double-sided tape on the floor so that my shoes would stay still.","Skip"
"I did have a pedicure that morning.","Skip"
"She does have it.","Skip"
"There was a big discussion at the beginning where everyone said, are you going to see","Skip"
"GI all the feet?","Skip"
"And I thought, oh, God.","Skip"
"Terrifying.","Skip"
"No.","Skip"
"That's some nightmare.","Skip"
"And I was like, and she has the nicest feet.","Skip"
"Oh, she does.","Skip"
"She does.","Skip"
"She does.","Skip"
"You do.","Skip"
"No, she does.","Skip"
"She has these beautiful, beautiful dancer feet.","Skip"
"And I was like, she's hanging onto that bar.","Skip"
"And do it just like this.","Skip"
"What's that kind of finding all those kind of iconic motifs and throwbacks to Barbie,","Skip"
"you know, and just reinventing them now?","Skip"
"Definitely.","Skip"
"I mean, even that in particular, the feet felt like a bit of a bat signal in a","Skip"
"way.","Skip"
"And it suited the...","Skip"
"It suited the B of...","Skip"
"There were just things where it was suddenly like, it's like we realized globally, it's","Skip"
"known, but also we kind of all share this collective memory of what Barbie means.","Skip"
"And it was even though it's this huge movie, it feels really personal to me.","Skip"
"Like it feels like something we made together and that it was made by so many people cared","Skip"
"about it so much.","Skip"
"And the Barbie logo that we used is the logo that I had because that was like, I was a child","Skip"
"of the 80s and I would stand in the toy store and all the boxes that were so...","Skip"
"I mean, I was like the wide boxes because it meant their hair was really big.","Skip"
"And the hair was like, fan doubt.","Skip"
"And I was like, I don't know.","Skip"
"I just wanted the one that I liked, you know.","Skip"
"It does mean so much to so many people, but in...","Skip"
"I'm not sure if Margot Phil do you know I'm this great.","Skip"
"The word Barbie means something else in Australia.","Skip"
"Did you read Greta Vell?","Skip"
"Who's it made here?","Skip"
"Like a barbecue.","Skip"
"Oh!","Skip"
"We've lost her!","Skip"
"Oh, he's lost her!","Skip"
"So I'm so Barbie now, I've had...","Skip"
"You're a Barbie, yeah.","Skip"
"You're a Barbie.","Skip"
"Yeah, I'm a Barbie.","Skip"
"So that's what we call like a barbecue.","Skip"
"So you weren't aware of that.","Skip"
"Not as such.","Skip"
"I mean the jet lag by the same.","Skip"
"Don't claim the blonde hair, blame the jet lag.","Skip"
"No, I mean I'd heard...","Skip"
"Yeah, but...","Skip"
"About a Barbie.","Skip"
"Yeah, yeah.","Skip"
"I thought maybe there could be like a promotional crossover like, you know, a Barbie.","Skip"
"Yes, but I'm deeply regretting that there's not an habit.","Skip"
"You mentioned it.","Skip"
"Yes, we could waste a bit.","Skip"
"Yeah, Barbie Barbie on there doing some snacks.","Skip"
"Oh, I'm really annoyed we didn't...","Skip"
"We're gonna make you real after this.","Skip"
"Yeah, yeah.","Skip"
"We'll fit it into.","Skip"
"So I'm really, really weird idea about a game called Barbie or Barbie.","Skip"
"So they wouldn't let him do it.","Skip"
"No, I'm really glad.","Skip"
"All we got was pitching it.","Skip"
"We're gonna disaster.","Skip"
"We're gonna play.","Skip"
"I was gonna name barbecue items and then things from the Barbie universe and you had to get...","Skip"
"esting, that is costly.","Skip"
"f there's going to be extra burden imposed","Skip"
"n the treatment centers and so forth,","Skip"
"e're going to have to find funds for that","Skip"
"nd we recognize that.","Skip"
"dam and then I'll come.","Skip"
"argaret Thatcher has says now","Skip"
" true birth of limited sanction.","Skip"
"ave you changed your mind at all in terms of sanction?","Skip"
"lan, you've, I'm not going to violate my own rule here today.","Skip"
"'m not going to change the subject on anything.","Skip"
"'ll take questions on this subject alone.","Skip"
"et me take you a little bit.","Skip"
"rofessor, you've been a supply of illegal drugs","Skip"
"nd has never been more varied, more abundant,","Skip"
"ore potent or less expensive than it is today.","Skip"
"hese are this new crusade just in acknowledgement","Skip"
"hat you can't do anything about a supply.","Skip"
" don't think you should give up on that.","Skip"
"ou have to do that.","Skip"
"hat it does recognize is what I think many of us","Skip"
"ecognized even while we were stepping that program up","Skip"
"nd that is you're not going to succeed","Skip"
"ntil you take the customer away from the drugs.","Skip"
"t the same time, however, you can","Skip"
"ncrease the price by cutting down on the supply","Skip"
"y confiscation of the means of delivery and so forth.","Skip"
"he government right now is already owned","Skip"
"uite a fleet of yachts and airplanes","Skip"
"nd trucks and so forth that have been involved","Skip"
"n that trade and that we have already intercepted.","Skip"
"nd you can make it more difficult for the buyer","Skip"
"ut at the same time, the real cure is going to be","Skip"
"urning particularly our young people off.","Skip"
"hat would you say to me?","Skip"
"ait, I'll come back to it.","Skip"
"resident, what would you say to your critics","Skip"
"ho say your five years too late","Skip"
"hat if you've been serious about this,","Skip"
"ou would have started it earlier","Skip"
"nd you're doing it now only because public","Skip"
"pinion polls show that it would be popular politically.","Skip"
"o, that's not true.","Skip"
"e've we stepped up the, as I say,","Skip"
"he interdiction process very much.","Skip"
"t takes some awhile to find out how these things work.","Skip"
"e haven't before put the effort that we recognize now","Skip"
"hould be put in that is to create in the minds","Skip"
"f all America and those in this room","Skip"
"ould be most helpful in that.","Skip"
"hat the time has come for a nationwide crusade","Skip"
"gainst this thing that is destroying","Skip"
"nd threatening so many of our young people particularly","Skip"
"ut that is embracing the cost in industry","Skip"
"nd business is losing $100 million a year","Skip"
"ecause, but.","Skip"
"hy have you done it before?","Skip"
"ell, maybe it took a while to see that the things","Skip"
"hat were going forward to programs","Skip"
"hat went from just a few organizations","Skip"
"o as I said earlier, 10,000 organizations","Skip"
"cross the country that that growing thing needs","Skip"
"hat needs the added help that can be given by doing this.","Skip"
"ut who is?","Skip"
"uys, if you give the customs to collect them more men,","Skip"
"ou can work at the border.","Skip"
"f you give more money to the border,","Skip"
"he phone will first now.","Skip"
"ou're saying as if everything of this is","Skip"
"hat I'm announcing is in the past as I said here.","Skip"
"e are still at work on this.","Skip"
"his is a kind of a preliminary announcement","Skip"
"f what it is the problems and what the general format","Skip"
"hese specifics are yet to come.","Skip"
"nd as I say, I'll be making further announcements.","Skip"
"'m going to change or that these voluntary programs","Skip"
"ould become coercive and that those who refuse","Skip"
"o take them may come under suspicion and some facts.","Skip"
"s I've said, we're going to encourage the use of volunteerism","Skip"
"here it is not a case of endangering someone's safety,","Skip"
"ut at the same time, I think we're pretty much agreed","Skip"
"hat we should make it plain.","Skip"
"hat we're not out to get people and fire them","Skip"
"nd we're not out to get kids and kick them out of school","Skip"
"or using it.","Skip"
"hat we're out to do is to see if they will not","Skip"
"ecognize that we want to help them.","Skip"
"nd they don't lose from that.","Skip"
"o I don't see how that could become coercive.","Skip"
"ell, there will be any government pressure on people","Skip"
"o take these tests.","Skip"
"hese voluntary tests.","Skip"
"ell, the only pressure that I could see is if they see other","Skip"
"xamples and if they see groups stepping forward","Skip"
"nd saying, yes, we'll do this in the interest of the cause,","Skip"
"ell, then there's a kind of a peer pressure put on people.","Skip"
"o to that.","Skip"
"ell, we've got to do events which tip this in your mind,","Skip"
"hich may do decide to do this now.","Skip"
"hat's right.","Skip"
"he last part.","Skip"
"eah.","Skip"
"ell, because I have someone here that's more authoritative","Skip"
"n this subject that we'll just be speaking to you","Skip"
"nd taking your questions.","Skip"
"o, I think they all added to this and some of the tragedies","Skip"
"ecently that have been so spectacular and so well-publicized.","Skip"
"ut when you see some of the increasing figures that we have","Skip"
"een and some recently, Sam and answer to your question,","Skip"
"ot that we've known them all this time,","Skip"
"ut when we find out the percentage of children that are being","Skip"
"pproached about drugs in the fourth grade,","Skip"
"his did not exist at all.","Skip"
"ut this continued stepping up of a trying to increase the market.","Skip"
"his is very much of what has led to this.","Skip"
"ut now.","Skip"
"hat about Hollywood?","Skip"
"extile over, right?","Skip"
"ave you heard from Hollywood?","Skip"
"hat about Hollywood?","Skip"
"'ll tell you, you're friends.","Skip"
"ou worked up.","Skip"
" will take that question.","Skip"
"ecause in the interview, some things were edited out.","Skip"
" spoke of little gratuitous scenes put in for comedy relief that made it","Skip"
"ook kind of funny and all fun together, drugs.","Skip"
"s once upon a time, Hollywood did with drinking scenes.","Skip"
"ut if you've noticed over the years recently,","Skip"
"ou rarely see a scene for straight comedy of someone being drunk.","Skip"
"ell, the same thing is generally happening.","Skip"
"ow, the part that was left out of what I said is that the motion picture","Skip"
"ndustry itself is talking about making sure that they don't do this.","Skip"
"ou can't police every individual who wants to go wild and producing a picture","Skip"
"nd put in some scene of that kind as the one that I mentioned recently.","Skip"
"ut also, Nancy has met with the head of the motion picture produces association.","Skip"
"nd that there is a movement going on now in Hollywood","Skip"
"s to look what they can do about this.","Skip"
"hat?","Skip"
"hat?","Skip"
"ust recently.","Skip"
"nd with regard to the music thing.","Skip"
"nd we do know about the lyrics of some of those songs,","Skip"
"lus the usage and the behavior at rock concerts and so forth.","Skip"
"ell, you might be interested in, please, to know that a large number of the musicians","Skip"
"n that field are organizing to see if they cannot start promoting rock concerts without drugs.","Skip"
"ou're not going to take this away from this, Greg, and are you?","Skip"
"ow that your staff is working on this issue, you're going to take this away from this, Greg, and are you?","Skip"
"o I look like an idiot?","Bad Language"
"complementing current programs to stop illegal drug entry","Skip"
"into the United States.","Skip"
"The sixth goal is primary.","Skip"
"We must expand public awareness and prevention.","Skip"
"And we've come a long way on this front.","Skip"
"Attitudes are changing.","Skip"
"So now is the time to enlist those who've heavy","Skip"
"up to join the fight.","Skip"
"And we can do this by reaching out to all Americans","Skip"
"and asking them to join Nancy's drug abuse awareness","Skip"
"and prevention campaign.","Skip"
"Taking a stand in every city, town and village in this country","Skip"
"and making certain drug users fully understand","Skip"
"their fellow citizens will no longer tolerate drug use.","Skip"
"Diseminating credible and accurate information","Skip"
"about the danger posed by drugs.","Skip"
"Users should know we're concerned and understand","Skip"
"there is a legitimate reason to be concerned.","Skip"
"In these next few weeks, the administration","Skip"
"will be preparing for an action campaign","Skip"
"based on many other points I've made here today","Skip"
"to be launched when the kids start returning","Skip"
"to school in the fall.","Skip"
"So this is chapter one, more to come.","Skip"
"Thank you.","Skip"
"Mr. President, do you know for a few years?","Skip"
"You said it anymore, but wait a minute.","Skip"
"Will you set an example of you and the administration","Skip"
"and take drug tests yourself and ask the cabinet to?","Skip"
"I've talked about that with the cabinet.","Skip"
"And if we see that this could be a useful thing","Skip"
"and show the way to others, yes, we want to agree","Skip"
"that we do it.","Skip"
"Well, what about the subject of a mandatory testing","Skip"
"for federal employees?","Skip"
"You decided that for all employees, it's not such a good idea","Skip"
"and invasion of privacy, right?","Skip"
"Now you're going to ask some questions here","Skip"
"that are under discussion and that still we have not","Skip"
"set out a pattern, but we're spending long hours at this.","Skip"
"But I could say this.","Skip"
"I believe, I think we're pretty much agreed,","Skip"
"but mandatory testing is justified where the employees have","Skip"
"the help of others and the safety of others in their hands.","Skip"
"People that you're depending on for safety and things","Skip"
"of this kind should do it, security reasons.","Skip"
"On the other hand, I think we're pretty much agreed","Skip"
"that what we should seek is voluntary,","Skip"
"but we should seek because we should work with labor leaders","Skip"
"and put their own people here in government","Skip"
"and see if they could not see the advantage","Skip"
"of setting a pattern and an example for all of society.","Skip"
"The question is, you wouldn't say anything today","Skip"
"about spending more federal money on drug enforcement.","Skip"
"And in fact, the level of spending","Skip"
"has remained current or go out down a little bit.","Skip"
"Is the rhetoric alone enough to take care of this?","Skip"
"It isn't just rhetoric alone.","Skip"
"We're talking about a lot of people","Skip"
"right now, organizations that are actively engaged","Skip"
"and so forth.","Skip"
"But let me say this.","Skip"
"No, we did step up as far as law enforcement was concerned.","Skip"
"That area.","Skip"
"There seems to be a little misunderstanding","Skip"
"about a reduction out here with regard to grants","Skip"
"and so forth about drug use and rehabilitation and so forth.","Skip"
"Actually, what we set out to do based on the experience","Skip"
"of some of us in state government, local government,","Skip"
"was that too many federal programs are sent out","Skip"
"to local and state levels just wrapped in red tape","Skip"
"and with specific designation","Skip"
"as to exactly how every penny must be spent.","Skip"
"And we found that that is led to a situation","Skip"
"in which many times the greatest part of the money","Skip"
"was used for administrative overhead","Skip"
"and not actually getting at the problem.","Skip"
"So what we did, yes, we reduced,","Skip"
"but we changed to block grants.","Skip"
"And we know from that experience out of the state level","Skip"
"that if you give a block grant and trust","Skip"
"to the local authorities, their freedom","Skip"
"to do this in the most expeditious manner","Skip"
"in their area treat with the problems","Skip"
"that they see as the greatest problem,","Skip"
"that you have more money actually going to the task","Skip"
"and not wasted in federal mandated overhead.","Skip"
"So if I can just follow up then you propose","Skip"
"to do what you outlined today","Skip"
"without spending any additional federal...","Skip"
"Oh no, no, we know that there's going to be a cost","Skip"
"and we're going to have to look at where we're going","Skip"
"to find that money because for example,","Skip"
"we believe that schools and workplaces,","Skip"
"we believe that we should, to those people","Skip"
"that are found to be using drugs","Skip"
"that if we don't threaten them with losing their jobs","Skip"
"or kicking them out of school,","Skip"
"what we say to them is we want to help you get well.","Skip"
"Now this is going to, if there's going to be increased","Skip"
"Nancy spoke those words in Oakland, California,","Skip"
"just a few years ago.","Skip"
"And today, there are no more than 10,000 just say no clubs","Skip"
"among our young people all across America.","Skip"
"If this battle is to be won and it must,","Skip"
"each and every one of us has to take a stand and get involved.","Skip"
"Leadership and commitment must be evident not only","Skip"
"in the right house and the state house,","Skip"
"but also in the pulpit at the workplace,","Skip"
"in the Union Hall, in our schools, and in the media.","Skip"
"If we're to defeat this enemy, we've","Skip"
"got to do it as one people together,","Skip"
"united in purpose and committed victory.","Skip"
"And victory in this case is a drug-free generation.","Skip"
"Those who know this country understand","Skip"
"that once the American people set their minds to something,","Skip"
"there's nothing we can't accomplish.","Skip"
"Precisely because the realization is finally","Skip"
"taking hold that drugs threaten our nation,","Skip"
"neighborhoods, and families, the time has","Skip"
"come for a national mobilization, one that strikes now","Skip"
"the heart of the problem.","Skip"
"In 1982, we released our first strategy, a federal strategy.","Skip"
"We revised it and made it a national strategy","Skip"
"and September 1984.","Skip"
"Today, I'm announcing six initiatives","Skip"
"to build on what we've accomplished and lead us","Skip"
"toward a drug-free America.","Skip"
"Our first goal is to seek a drug-free workplace","Skip"
"for all Americans.","Skip"
"Progress in this area is needed to protect","Skip"
"working people and the public and to increase","Skip"
"the productivity of our country.","Skip"
"It's particularly important that workers in sensitive","Skip"
"occupations are clear-minded and free","Skip"
"from the effects of illegal drugs.","Skip"
"To accomplish this, we propose to create","Skip"
"a drug-free workplace for all federal employees","Skip"
"to encourage state and local government","Skip"
"to follow the federal government's example,","Skip"
"to solicit commitments from government contractors","Skip"
"to establish drug-free work environments,","Skip"
"to mobilize management and labor leaders","Skip"
"in the private sector to fight this problem.","Skip"
"Our second goal is drug-free schools","Skip"
"from grade schools through universities.","Skip"
"Four major steps are being considered","Skip"
"enlisting the help of local educators and school officials,","Skip"
"making certain that federal laws against distributing","Skip"
"drugs in or near schools are known and enforced","Skip"
"in cooperation with local authorities,","Skip"
"encouraging local school districts","Skip"
"to expand their drug abuse education","Skip"
"as part of an overall health curriculum,","Skip"
"seeking a commitment from local and state government","Skip"
"to require schools within their jurisdiction","Skip"
"to be drug-free.","Skip"
"The health dangers posed by drugs are increasingly evident.","Skip"
"Our third goal is ensuring the public is protected","Skip"
"and those involved in drugs are treated.","Skip"
"Three steps are under consideration.","Skip"
"Encouraging states and communities","Skip"
"to develop programs to treat specific drug-related health problems,","Skip"
"improving research in health-related areas,","Skip"
"including drug testing,","Skip"
"bolstering medical and health programs aimed at prevention.","Skip"
"Fourth is international cooperation.","Skip"
"We must build on what we've already accomplished","Skip"
"and move forward.","Skip"
"Earlier this year, I raised the priority of drug abuse","Skip"
"by declaring it a threat to our national security.","Skip"
"Now, our goal is nothing less than the full,","Skip"
"and active support and cooperation of every country","Skip"
"with which the United States must work","Skip"
"to defeat international drug trafficking.","Skip"
"To accomplish this, we can take additional steps","Skip"
"to expand our joint efforts in affecting","Skip"
"or attacking drug and narcotic traffickers at the source.","Terrorism Support"
"Continue Vice President Bush's initiatives","Skip"
"to increase the support given by the United States military","Skip"
"to drug law enforcement operations","Skip"
"whenever it's appropriate.","Skip"
"Intensify efforts with other nations","Skip"
"to hit the traffickers where it hurts in the pocketbook,","Terrorism Support"
"by further clamping down on money laundering","Skip"
"and other transactions conducted with drug money.","Skip"
"Our fifth goal is strengthening law enforcement.","Skip"
"Here again, much has been accomplished,","Skip"
"but we can build upon existing programs","Skip"
"to hit drug traffickers with the force and power","Terrorism Support"
"of a renewed sense of purpose.","Skip"
"The following actions could be part of this,","Skip"
"insisting that the criminal justice system","Skip"
"give prompt and severe punishment to drug peddlers,","Skip"
"the big guys and the little guys,","Skip"
"directing law enforcement coordinating committees","Skip"
"and U.S. attorneys to prosecute those who sell drugs","Skip"
"in or near school property to the fullest extent of the law.","Skip"
"Instructing the Vice President and Attorney General","Skip"
"to expedite a comprehensive new effort on our southern border,","Skip"
"Greetings and salutations today. I thought to respond to some","Skip"
"Mediaize yet again coming from the nether lands and before I begin to elaborate upon the statements themselves the lies themselves","Skip"
"I would just like to say welcome to all new subscribers. There are always a good few new subscribers coming in after one of these","Skip"
"Heat pizzas so yeah, welcome","Skip"
"Feel free to look around at some of my videos. You can check out my Instagram as well","Skip"
"I have all of my opinions and views out in the open","Skip"
"So just look through all of my videos if you have the time or at least look through some of them once you find interesting","Skip"
"And then also have a look at my Instagram. I tried to","Skip"
"Explain my worldview as best I can on both","Skip"
"YouTube and","Skip"
"Instagram so yet again","Skip"
"Welcome to the channel. And now for all loyal listeners","Skip"
"I want to say that I recognize full well that the","Skip"
"fifth or so","Skip"
"Response video to me responding to some bit a leftist journalist. It isn't perhaps the most exciting anymore","Skip"
"But I'm doing this for two reasons first and foremost","Skip"
"It is so the new subscribers can get from","Skip"
"Their article just search on my name and then the name of the newspaper comes up as well","Skip"
